Title,"HE student enrolments by CAH level 1 subject, sex, first year marker, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2019/20,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2019/20 total,2532385,,,,,,
,,,,,,,
Last updated,Jan-21,,,,,,
,,,,,,,
CAH level 1,First year marker,Level of study,Mode of study,Country of HE provider,Sex,Academic Year,Number
21 Creative arts and design,All,All undergraduate,Full-time,All,Total,2019/20,154215
21 Creative arts and design,All,All undergraduate,Part-time,All,Female,2019/20,3885
21 Creative arts and design,All,All undergraduate,Part-time,All,Male,2019/20,2025
21 Creative arts and design,All,All undergraduate,Part-time,All,Other,2019/20,305
21 Creative arts and design,All,All undergraduate,Part-time,All,Total,2019/20,6215
21 Creative arts and design,All,All undergraduate,All,England,Female,2019/20,89320
21 Creative arts and design,All,All undergraduate,All,England,Male,2019/20,52045
21 Creative arts and design,All,All undergraduate,All,England,Other,2019/20,650
21 Creative arts and design,All,All undergraduate,All,England,Total,2019/20,142020
21 Creative arts and design,All,All undergraduate,Full-time,England,Female,2019/20,86205
21 Creative arts and design,All,All undergraduate,Full-time,England,Male,2019/20,50460
21 Creative arts and design,All,All undergraduate,Full-time,England,Other,2019/20,395
21 Creative arts and design,All,All undergraduate,Full-time,England,Total,2019/20,137065
21 Creative arts and design,All,All undergraduate,Part-time,England,Female,2019/20,3115
21 Creative arts and design,All,All undergraduate,Part-time,England,Male,2019/20,1585
21 Creative arts and design,All,All undergraduate,Part-time,England,Other,2019/20,255
21 Creative arts and design,All,All undergraduate,Part-time,England,Total,2019/20,4955
21 Creative arts and design,All,All undergraduate,All,Northern Ireland,Female,2019/20,1175
21 Creative arts and design,All,All undergraduate,All,Northern Ireland,Male,2019/20,710
21 Creative arts and design,All,All undergraduate,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,All undergraduate,All,Northern Ireland,Total,2019/20,1885
21 Creative arts and design,All,All undergraduate,Full-time,Northern Ireland,Female,2019/20,1140
21 Creative arts and design,All,All undergraduate,Full-time,Northern Ireland,Male,2019/20,675
21 Creative arts and design,All,All undergraduate,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,All undergraduate,Full-time,Northern Ireland,Total,2019/20,1815
21 Creative arts and design,All,All undergraduate,Part-time,Northern Ireland,Female,2019/20,35
21 Creative arts and design,All,All undergraduate,Part-time,Northern Ireland,Male,2019/20,35
21 Creative arts and design,All,All undergraduate,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,All,All undergraduate,Part-time,Northern Ireland,Total,2019/20,70
21 Creative arts and design,All,All undergraduate,All,Scotland,Female,2019/20,6745
21 Creative arts and design,All,All undergraduate,All,Scotland,Male,2019/20,3225
21 Creative arts and design,All,All undergraduate,All,Scotland,Other,2019/20,90
21 Creative arts and design,All,All undergraduate,All,Scotland,Total,2019/20,10055
21 Creative arts and design,All,All undergraduate,Full-time,Scotland,Female,2019/20,6295
21 Creative arts and design,All,All undergraduate,Full-time,Scotland,Male,2019/20,2940
21 Creative arts and design,All,All undergraduate,Full-time,Scotland,Other,2019/20,35
21 Creative arts and design,All,All undergraduate,Full-time,Scotland,Total,2019/20,9270
21 Creative arts and design,All,All undergraduate,Part-time,Scotland,Female,2019/20,445
21 Creative arts and design,All,All undergraduate,Part-time,Scotland,Male,2019/20,285
21 Creative arts and design,All,All undergraduate,Part-time,Scotland,Other,2019/20,50
21 Creative arts and design,All,All undergraduate,Part-time,Scotland,Total,2019/20,785
21 Creative arts and design,All,All undergraduate,All,Wales,Female,2019/20,3985
21 Creative arts and design,All,All undergraduate,All,Wales,Male,2019/20,2455
21 Creative arts and design,All,All undergraduate,All,Wales,Other,2019/20,30
21 Creative arts and design,All,All undergraduate,All,Wales,Total,2019/20,6470
21 Creative arts and design,All,All undergraduate,Full-time,Wales,Female,2019/20,3700
21 Creative arts and design,All,All undergraduate,Full-time,Wales,Male,2019/20,2340
21 Creative arts and design,All,All undergraduate,Full-time,Wales,Other,2019/20,30
21 Creative arts and design,All,All undergraduate,Full-time,Wales,Total,2019/20,6065
21 Creative arts and design,All,All undergraduate,Part-time,Wales,Female,2019/20,285
21 Creative arts and design,All,All undergraduate,Part-time,Wales,Male,2019/20,120
21 Creative arts and design,All,All undergraduate,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,All,All undergraduate,Part-time,Wales,Total,2019/20,405
21 Creative arts and design,First year,All undergraduate,All,All,Female,2019/20,37645
21 Creative arts and design,First year,All undergraduate,All,All,Male,2019/20,21835
21 Creative arts and design,First year,All undergraduate,All,All,Other,2019/20,485
21 Creative arts and design,First year,All undergraduate,All,All,Total,2019/20,59960
21 Creative arts and design,First year,All undergraduate,Full-time,All,Female,2019/20,36190
21 Creative arts and design,First year,All undergraduate,Full-time,All,Male,2019/20,21150
21 Creative arts and design,First year,All undergraduate,Full-time,All,Other,2019/20,180
21 Creative arts and design,First year,All undergraduate,Full-time,All,Total,2019/20,57520
21 Creative arts and design,First year,All undergraduate,Part-time,All,Female,2019/20,1455
21 Creative arts and design,First year,All undergraduate,Part-time,All,Male,2019/20,685
21 Creative arts and design,First year,All undergraduate,Part-time,All,Other,2019/20,300
21 Creative arts and design,First year,All undergraduate,Part-time,All,Total,2019/20,2440
21 Creative arts and design,First year,All undergraduate,All,England,Female,2019/20,33430
21 Creative arts and design,First year,All undergraduate,All,England,Male,2019/20,19445
21 Creative arts and design,First year,All undergraduate,All,England,Other,2019/20,405
21 Creative arts and design,First year,All undergraduate,All,England,Total,2019/20,53280
21 Creative arts and design,First year,All undergraduate,Full-time,England,Female,2019/20,32445
21 Creative arts and design,First year,All undergraduate,Full-time,England,Male,2019/20,19020
21 Creative arts and design,First year,All undergraduate,Full-time,England,Other,2019/20,160
21 Creative arts and design,First year,All undergraduate,Full-time,England,Total,2019/20,51620
21 Creative arts and design,First year,All undergraduate,Part-time,England,Female,2019/20,985
21 Creative arts and design,First year,All undergraduate,Part-time,England,Male,2019/20,425
21 Creative arts and design,First year,All undergraduate,Part-time,England,Other,2019/20,250
21 Creative arts and design,First year,All undergraduate,Part-time,England,Total,2019/20,1660
21 Creative arts and design,First year,All undergraduate,All,Northern Ireland,Female,2019/20,420
21 Creative arts and design,First year,All undergraduate,All,Northern Ireland,Male,2019/20,280
21 Creative arts and design,First year,All undergraduate,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,All undergraduate,All,Northern Ireland,Total,2019/20,700
21 Creative arts and design,First year,All undergraduate,Full-time,Northern Ireland,Female,2019/20,400
21 Creative arts and design,First year,All undergraduate,Full-time,Northern Ireland,Male,2019/20,265
21 Creative arts and design,First year,All undergraduate,Full-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,All undergraduate,Full-time,Northern Ireland,Total,2019/20,665
21 Creative arts and design,First year,All undergraduate,Part-time,Northern Ireland,Female,2019/20,20
21 Creative arts and design,First year,All undergraduate,Part-time,Northern Ireland,Male,2019/20,15
21 Creative arts and design,First year,All undergraduate,Part-time,Northern Ireland,Other,2019/20,0
21 Creative arts and design,First year,All undergraduate,Part-time,Northern Ireland,Total,2019/20,30
21 Creative arts and design,First year,All undergraduate,All,Scotland,Female,2019/20,2335
21 Creative arts and design,First year,All undergraduate,All,Scotland,Male,2019/20,1230
21 Creative arts and design,First year,All undergraduate,All,Scotland,Other,2019/20,65
21 Creative arts and design,First year,All undergraduate,All,Scotland,Total,2019/20,3630
21 Creative arts and design,First year,All undergraduate,Full-time,Scotland,Female,2019/20,2030
21 Creative arts and design,First year,All undergraduate,Full-time,Scotland,Male,2019/20,1030
21 Creative arts and design,First year,All undergraduate,Full-time,Scotland,Other,2019/20,10
21 Creative arts and design,First year,All undergraduate,Full-time,Scotland,Total,2019/20,3075
21 Creative arts and design,First year,All undergraduate,Part-time,Scotland,Female,2019/20,305
21 Creative arts and design,First year,All undergraduate,Part-time,Scotland,Male,2019/20,200
21 Creative arts and design,First year,All undergraduate,Part-time,Scotland,Other,2019/20,50
21 Creative arts and design,First year,All undergraduate,Part-time,Scotland,Total,2019/20,555
21 Creative arts and design,First year,All undergraduate,All,Wales,Female,2019/20,1460
21 Creative arts and design,First year,All undergraduate,All,Wales,Male,2019/20,880
21 Creative arts and design,First year,All undergraduate,All,Wales,Other,2019/20,10
21 Creative arts and design,First year,All undergraduate,All,Wales,Total,2019/20,2350
21 Creative arts and design,First year,All undergraduate,Full-time,Wales,Female,2019/20,1310
21 Creative arts and design,First year,All undergraduate,Full-time,Wales,Male,2019/20,835
21 Creative arts and design,First year,All undergraduate,Full-time,Wales,Other,2019/20,10
21 Creative arts and design,First year,All undergraduate,Full-time,Wales,Total,2019/20,2155
21 Creative arts and design,First year,All undergraduate,Part-time,Wales,Female,2019/20,145
21 Creative arts and design,First year,All undergraduate,Part-time,Wales,Male,2019/20,45
21 Creative arts and design,First year,All undergraduate,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,First year,All undergraduate,Part-time,Wales,Total,2019/20,195
21 Creative arts and design,Other years,All undergraduate,All,All,Female,2019/20,63580
21 Creative arts and design,Other years,All undergraduate,All,All,Male,2019/20,36605
21 Creative arts and design,Other years,All undergraduate,All,All,Other,2019/20,285
21 Creative arts and design,Other years,All undergraduate,All,All,Total,2019/20,100470
21 Creative arts and design,Other years,All undergraduate,Full-time,All,Female,2019/20,61150
21 Creative arts and design,Other years,All undergraduate,Full-time,All,Male,2019/20,35265
21 Creative arts and design,Other years,All undergraduate,Full-time,All,Other,2019/20,280
21 Creative arts and design,Other years,All undergraduate,Full-time,All,Total,2019/20,96695
21 Creative arts and design,Other years,All undergraduate,Part-time,All,Female,2019/20,2430
21 Creative arts and design,Other years,All undergraduate,Part-time,All,Male,2019/20,1340
21 Creative arts and design,Other years,All undergraduate,Part-time,All,Other,2019/20,5
21 Creative arts and design,Other years,All undergraduate,Part-time,All,Total,2019/20,3775
21 Creative arts and design,Other years,All undergraduate,All,England,Female,2019/20,55890
21 Creative arts and design,Other years,All undergraduate,All,England,Male,2019/20,32605
21 Creative arts and design,Other years,All undergraduate,All,England,Other,2019/20,245
21 Creative arts and design,Other years,All undergraduate,All,England,Total,2019/20,88735
21 Creative arts and design,Other years,All undergraduate,Full-time,England,Female,2019/20,53760
21 Creative arts and design,Other years,All undergraduate,Full-time,England,Male,2019/20,31445
21 Creative arts and design,Other years,All undergraduate,Full-time,England,Other,2019/20,240
21 Creative arts and design,Other years,All undergraduate,Full-time,England,Total,2019/20,85440
21 Creative arts and design,Other years,All undergraduate,Part-time,England,Female,2019/20,2130
21 Creative arts and design,Other years,All undergraduate,Part-time,England,Male,2019/20,1160
21 Creative arts and design,Other years,All undergraduate,Part-time,England,Other,2019/20,5
21 Creative arts and design,Other years,All undergraduate,Part-time,England,Total,2019/20,3295
21 Creative arts and design,Other years,All undergraduate,All,Northern Ireland,Female,2019/20,755
21 Creative arts and design,Other years,All undergraduate,All,Northern Ireland,Male,2019/20,430
21 Creative arts and design,Other years,All undergraduate,All,Northern Ireland,Other,2019/20,0
21 Creative arts and design,Other years,All undergraduate,All,Northern Ireland,Total,2019/20,1185
