Title,"HE qualifications obtained by CAH level 1 subject, sex, level of qualification, mode of study and country of HE provider",,,,,
Location,UK,,,,,
Academic years,2019/20,,,,,
Data source,HESA,,,,,
Data collection,"051,054",,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-17,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-17.csv,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,
Code page,Unicode UTF-8,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,
2019/20 total,800335,,,,,
,,,,,,
Last updated,Jan-21,,,,,
,,,,,,
CAH level 1,Level of qualification,Mode of study,Country of HE provider,Sex,Academic Year,Number
21 Creative arts and design,All undergraduate,All,Wales,Male,2019/20,835
21 Creative arts and design,All undergraduate,All,Wales,Other,2019/20,5
21 Creative arts and design,All undergraduate,All,Wales,Total,2019/20,2130
21 Creative arts and design,All undergraduate,Full-time,Wales,Female,2019/20,1260
21 Creative arts and design,All undergraduate,Full-time,Wales,Male,2019/20,825
21 Creative arts and design,All undergraduate,Full-time,Wales,Other,2019/20,5
21 Creative arts and design,All undergraduate,Full-time,Wales,Total,2019/20,2090
21 Creative arts and design,All undergraduate,Part-time,Wales,Female,2019/20,25
21 Creative arts and design,All undergraduate,Part-time,Wales,Male,2019/20,10
21 Creative arts and design,All undergraduate,Part-time,Wales,Other,2019/20,0
21 Creative arts and design,All undergraduate,Part-time,Wales,Total,2019/20,40
22 Education and teaching,All,All,All,Female,2019/20,46635
22 Education and teaching,All,All,All,Male,2019/20,14695
22 Education and teaching,All,All,All,Other,2019/20,40
22 Education and teaching,All,All,All,Total,2019/20,61370
22 Education and teaching,All,Full-time,All,Female,2019/20,33385
22 Education and teaching,All,Full-time,All,Male,2019/20,9425
22 Education and teaching,All,Full-time,All,Other,2019/20,20
22 Education and teaching,All,Full-time,All,Total,2019/20,42835
22 Education and teaching,All,Part-time,All,Female,2019/20,13250
22 Education and teaching,All,Part-time,All,Male,2019/20,5265
22 Education and teaching,All,Part-time,All,Other,2019/20,20
22 Education and teaching,All,Part-time,All,Total,2019/20,18535
22 Education and teaching,All,All,England,Female,2019/20,38770
22 Education and teaching,All,All,England,Male,2019/20,12130
22 Education and teaching,All,All,England,Other,2019/20,30
22 Education and teaching,All,All,England,Total,2019/20,50930
22 Education and teaching,All,Full-time,England,Female,2019/20,27975
22 Education and teaching,All,Full-time,England,Male,2019/20,8030
22 Education and teaching,All,Full-time,England,Other,2019/20,20
22 Education and teaching,All,Full-time,England,Total,2019/20,36020
22 Education and teaching,All,Part-time,England,Female,2019/20,10795
22 Education and teaching,All,Part-time,England,Male,2019/20,4105
22 Education and teaching,All,Part-time,England,Other,2019/20,15
22 Education and teaching,All,Part-time,England,Total,2019/20,14910
22 Education and teaching,All,All,Northern Ireland,Female,2019/20,820
22 Education and teaching,All,All,Northern Ireland,Male,2019/20,320
22 Education and teaching,All,All,Northern Ireland,Other,2019/20,0
22 Education and teaching,All,All,Northern Ireland,Total,2019/20,1140
22 Education and teaching,All,Full-time,Northern Ireland,Female,2019/20,505
22 Education and teaching,All,Full-time,Northern Ireland,Male,2019/20,145
22 Education and teaching,All,Full-time,Northern Ireland,Other,2019/20,0
22 Education and teaching,All,Full-time,Northern Ireland,Total,2019/20,645
22 Education and teaching,All,Part-time,Northern Ireland,Female,2019/20,315
22 Education and teaching,All,Part-time,Northern Ireland,Male,2019/20,175
22 Education and teaching,All,Part-time,Northern Ireland,Other,2019/20,0
22 Education and teaching,All,Part-time,Northern Ireland,Total,2019/20,490
22 Education and teaching,All,All,Scotland,Female,2019/20,5090
22 Education and teaching,All,All,Scotland,Male,2019/20,1595
22 Education and teaching,All,All,Scotland,Other,2019/20,10
22 Education and teaching,All,All,Scotland,Total,2019/20,6690
22 Education and teaching,All,Full-time,Scotland,Female,2019/20,3515
22 Education and teaching,All,Full-time,Scotland,Male,2019/20,865
22 Education and teaching,All,Full-time,Scotland,Other,2019/20,5
22 Education and teaching,All,Full-time,Scotland,Total,2019/20,4385
22 Education and teaching,All,Part-time,Scotland,Female,2019/20,1570
22 Education and teaching,All,Part-time,Scotland,Male,2019/20,725
22 Education and teaching,All,Part-time,Scotland,Other,2019/20,5
22 Education and teaching,All,Part-time,Scotland,Total,2019/20,2305
22 Education and teaching,All,All,Wales,Female,2019/20,1960
22 Education and teaching,All,All,Wales,Male,2019/20,645
22 Education and teaching,All,All,Wales,Other,2019/20,0
22 Education and teaching,All,All,Wales,Total,2019/20,2610
22 Education and teaching,All,Full-time,Wales,Female,2019/20,1390
22 Education and teaching,All,Full-time,Wales,Male,2019/20,390
22 Education and teaching,All,Full-time,Wales,Other,2019/20,0
22 Education and teaching,All,Full-time,Wales,Total,2019/20,1780
22 Education and teaching,All,Part-time,Wales,Female,2019/20,570
22 Education and teaching,All,Part-time,Wales,Male,2019/20,260
22 Education and teaching,All,Part-time,Wales,Other,2019/20,0
22 Education and teaching,All,Part-time,Wales,Total,2019/20,830
22 Education and teaching,Postgraduate (research),All,All,Female,2019/20,735
22 Education and teaching,Postgraduate (research),All,All,Male,2019/20,305
22 Education and teaching,Postgraduate (research),All,All,Other,2019/20,0
22 Education and teaching,Postgraduate (research),All,All,Total,2019/20,1040
22 Education and teaching,Postgraduate (research),Full-time,All,Female,2019/20,310
22 Education and teaching,Postgraduate (research),Full-time,All,Male,2019/20,135
22 Education and teaching,Postgraduate (research),Full-time,All,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Full-time,All,Total,2019/20,445
22 Education and teaching,Postgraduate (research),Part-time,All,Female,2019/20,425
22 Education and teaching,Postgraduate (research),Part-time,All,Male,2019/20,170
22 Education and teaching,Postgraduate (research),Part-time,All,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Part-time,All,Total,2019/20,595
22 Education and teaching,Postgraduate (research),All,England,Female,2019/20,670
22 Education and teaching,Postgraduate (research),All,England,Male,2019/20,275
22 Education and teaching,Postgraduate (research),All,England,Other,2019/20,0
22 Education and teaching,Postgraduate (research),All,England,Total,2019/20,945
22 Education and teaching,Postgraduate (research),Full-time,England,Female,2019/20,270
22 Education and teaching,Postgraduate (research),Full-time,England,Male,2019/20,120
22 Education and teaching,Postgraduate (research),Full-time,England,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Full-time,England,Total,2019/20,390
22 Education and teaching,Postgraduate (research),Part-time,England,Female,2019/20,395
22 Education and teaching,Postgraduate (research),Part-time,England,Male,2019/20,155
22 Education and teaching,Postgraduate (research),Part-time,England,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Part-time,England,Total,2019/20,555
22 Education and teaching,Postgraduate (research),All,Northern Ireland,Female,2019/20,15
22 Education and teaching,Postgraduate (research),All,Northern Ireland,Male,2019/20,5
22 Education and teaching,Postgraduate (research),All,Northern Ireland,Other,2019/20,0
22 Education and teaching,Postgraduate (research),All,Northern Ireland,Total,2019/20,15
22 Education and teaching,Postgraduate (research),Full-time,Northern Ireland,Female,2019/20,5
22 Education and teaching,Postgraduate (research),Full-time,Northern Ireland,Male,2019/20,5
22 Education and teaching,Postgraduate (research),Full-time,Northern Ireland,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Full-time,Northern Ireland,Total,2019/20,10
22 Education and teaching,Postgraduate (research),Part-time,Northern Ireland,Female,2019/20,5
22 Education and teaching,Postgraduate (research),Part-time,Northern Ireland,Male,2019/20,0
22 Education and teaching,Postgraduate (research),Part-time,Northern Ireland,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Part-time,Northern Ireland,Total,2019/20,5
22 Education and teaching,Postgraduate (research),All,Scotland,Female,2019/20,45
22 Education and teaching,Postgraduate (research),All,Scotland,Male,2019/20,25
22 Education and teaching,Postgraduate (research),All,Scotland,Other,2019/20,0
22 Education and teaching,Postgraduate (research),All,Scotland,Total,2019/20,65
22 Education and teaching,Postgraduate (research),Full-time,Scotland,Female,2019/20,30
22 Education and teaching,Postgraduate (research),Full-time,Scotland,Male,2019/20,10
22 Education and teaching,Postgraduate (research),Full-time,Scotland,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Full-time,Scotland,Total,2019/20,40
22 Education and teaching,Postgraduate (research),Part-time,Scotland,Female,2019/20,15
22 Education and teaching,Postgraduate (research),Part-time,Scotland,Male,2019/20,10
22 Education and teaching,Postgraduate (research),Part-time,Scotland,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Part-time,Scotland,Total,2019/20,25
22 Education and teaching,Postgraduate (research),All,Wales,Female,2019/20,10
22 Education and teaching,Postgraduate (research),All,Wales,Male,2019/20,5
22 Education and teaching,Postgraduate (research),All,Wales,Other,2019/20,0
22 Education and teaching,Postgraduate (research),All,Wales,Total,2019/20,15
22 Education and teaching,Postgraduate (research),Full-time,Wales,Female,2019/20,5
22 Education and teaching,Postgraduate (research),Full-time,Wales,Male,2019/20,0
22 Education and teaching,Postgraduate (research),Full-time,Wales,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Full-time,Wales,Total,2019/20,5
22 Education and teaching,Postgraduate (research),Part-time,Wales,Female,2019/20,5
22 Education and teaching,Postgraduate (research),Part-time,Wales,Male,2019/20,5
22 Education and teaching,Postgraduate (research),Part-time,Wales,Other,2019/20,0
22 Education and teaching,Postgraduate (research),Part-time,Wales,Total,2019/20,10
22 Education and teaching,Postgraduate (taught),All,All,Female,2019/20,30035
22 Education and teaching,Postgraduate (taught),All,All,Male,2019/20,11190
22 Education and teaching,Postgraduate (taught),All,All,Other,2019/20,35
22 Education and teaching,Postgraduate (taught),All,All,Total,2019/20,41260
22 Education and teaching,Postgraduate (taught),Full-time,All,Female,2019/20,20435
22 Education and teaching,Postgraduate (taught),Full-time,All,Male,2019/20,7045
22 Education and teaching,Postgraduate (taught),Full-time,All,Other,2019/20,15
22 Education and teaching,Postgraduate (taught),Full-time,All,Total,2019/20,27495
22 Education and teaching,Postgraduate (taught),Part-time,All,Female,2019/20,9600
22 Education and teaching,Postgraduate (taught),Part-time,All,Male,2019/20,4150
22 Education and teaching,Postgraduate (taught),Part-time,All,Other,2019/20,20
22 Education and teaching,Postgraduate (taught),Part-time,All,Total,2019/20,13765
22 Education and teaching,Postgraduate (taught),All,England,Female,2019/20,24830
22 Education and teaching,Postgraduate (taught),All,England,Male,2019/20,9310
22 Education and teaching,Postgraduate (taught),All,England,Other,2019/20,25
22 Education and teaching,Postgraduate (taught),All,England,Total,2019/20,34165
22 Education and teaching,Postgraduate (taught),Full-time,England,Female,2019/20,16820
22 Education and teaching,Postgraduate (taught),Full-time,England,Male,2019/20,5985
22 Education and teaching,Postgraduate (taught),Full-time,England,Other,2019/20,15
22 Education and teaching,Postgraduate (taught),Full-time,England,Total,2019/20,22815
22 Education and teaching,Postgraduate (taught),Part-time,England,Female,2019/20,8010
22 Education and teaching,Postgraduate (taught),Part-time,England,Male,2019/20,3325
22 Education and teaching,Postgraduate (taught),Part-time,England,Other,2019/20,15
22 Education and teaching,Postgraduate (taught),Part-time,England,Total,2019/20,11350
22 Education and teaching,Postgraduate (taught),All,Northern Ireland,Female,2019/20,550
22 Education and teaching,Postgraduate (taught),All,Northern Ireland,Male,2019/20,230
22 Education and teaching,Postgraduate (taught),All,Northern Ireland,Other,2019/20,0
22 Education and teaching,Postgraduate (taught),All,Northern Ireland,Total,2019/20,780
22 Education and teaching,Postgraduate (taught),Full-time,Northern Ireland,Female,2019/20,300
22 Education and teaching,Postgraduate (taught),Full-time,Northern Ireland,Male,2019/20,90
22 Education and teaching,Postgraduate (taught),Full-time,Northern Ireland,Other,2019/20,0
22 Education and teaching,Postgraduate (taught),Full-time,Northern Ireland,Total,2019/20,385
22 Education and teaching,Postgraduate (taught),Part-time,Northern Ireland,Female,2019/20,255
22 Education and teaching,Postgraduate (taught),Part-time,Northern Ireland,Male,2019/20,140
22 Education and teaching,Postgraduate (taught),Part-time,Northern Ireland,Other,2019/20,0
22 Education and teaching,Postgraduate (taught),Part-time,Northern Ireland,Total,2019/20,390
22 Education and teaching,Postgraduate (taught),All,Scotland,Female,2019/20,3780
22 Education and teaching,Postgraduate (taught),All,Scotland,Male,2019/20,1260
22 Education and teaching,Postgraduate (taught),All,Scotland,Other,2019/20,5
22 Education and teaching,Postgraduate (taught),All,Scotland,Total,2019/20,5045
22 Education and teaching,Postgraduate (taught),Full-time,Scotland,Female,2019/20,2665
22 Education and teaching,Postgraduate (taught),Full-time,Scotland,Male,2019/20,695
22 Education and teaching,Postgraduate (taught),Full-time,Scotland,Other,2019/20,5
22 Education and teaching,Postgraduate (taught),Full-time,Scotland,Total,2019/20,3365
22 Education and teaching,Postgraduate (taught),Part-time,Scotland,Female,2019/20,1115
22 Education and teaching,Postgraduate (taught),Part-time,Scotland,Male,2019/20,565
22 Education and teaching,Postgraduate (taught),Part-time,Scotland,Other,2019/20,5
22 Education and teaching,Postgraduate (taught),Part-time,Scotland,Total,2019/20,1685
